op_name,category,has_xpu_impl,triton_coverage_status,dispatch_keys,tags,notes
div_.Scalar_mode,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
true_divide.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erf,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erf_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erf.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erfc,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erfc_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
erfc.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
exp,pointwise,False,yes,[],"[""core"", ""pointwise""]",Op exp has explicit lowering in Inductor's lowering table.
exp_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
exp.out,pointwise,False,yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Op exp.out has explicit lowering in Inductor's lowering table.
exp2,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
exp2_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
exp2.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
expm1,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
expm1_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
expm1.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
floor,pointwise,False,yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Op floor has explicit lowering in Inductor's lowering table.
floor_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
floor.out,pointwise,False,yes,"[""CPU, CUDA, MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Op floor.out has explicit lowering in Inductor's lowering table.
frac,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
frac_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
frac.out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
gcd.out,pointwise,False,likely_yes,"[""CPU, CUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
gcd,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lcm.out,pointwise,False,likely_yes,"[""CPU, CUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
lcm,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
isnan,pointwise,False,yes,"[""CPU, CUDA, MPS, MTIA"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Op isnan has explicit lowering in Inductor's lowering table.
nan_to_num,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
nan_to_num_,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
nan_to_num.out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS"", ""SparseCPU, SparseCUDA, SparseMPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ldexp.Tensor,pointwise,False,yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Op ldexp.Tensor has explicit lowering in Inductor's lowering table.
ldexp_,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
ldexp.out,pointwise,False,yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Op ldexp.out has explicit lowering in Inductor's lowering table.
log,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log10,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log10_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log10.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log1p,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log1p_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log1p.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log2,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log2_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
log2.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
logaddexp.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
logaddexp,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
logaddexp2.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
logaddexp2,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
xlogy.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
xlogy.Scalar_Self,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
xlogy.Scalar_Other,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
xlogy_.Tensor,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
xlogy.OutTensor,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
xlogy.OutScalar_Self,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
xlogy.OutScalar_Other,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
logsumexp,reduction,False,likely_yes,"[""CompositeExplicitAutograd""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
logsumexp.out,reduction,False,likely_yes,"[""CompositeExplicitAutogradNonFunctional""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
logsumexp.names,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
logsumexp.names_out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
aminmax,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
aminmax.out,reduction,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
max.dim,reduction,False,yes,"[""QuantizedCPU, QuantizedCUDA""]","[""core"", ""reduction""]",Op max.dim has explicit lowering in Inductor's lowering table.
max.dim_max,reduction,False,yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""reduction""]",Op max.dim_max has explicit lowering in Inductor's lowering table.
max.names_dim,reduction,False,yes,[],"[""reduction""]",Op max.names_dim has explicit lowering in Inductor's lowering table.
max.names_dim_max,reduction,False,yes,[],"[""reduction""]",Op max.names_dim_max has explicit lowering in Inductor's lowering table.
amax,reduction,False,yes,[],"[""core"", ""reduction""]",Op amax has explicit lowering in Inductor's lowering table.
amax.out,reduction,False,yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""reduction""]",Op amax.out has explicit lowering in Inductor's lowering table.
mean,reduction,False,yes,"[""CompositeExplicitAutograd""]","[""core"", ""reduction""]",Op mean has explicit lowering in Inductor's lowering table.
mean.dtype_out,reduction,False,yes,"[""CompositeExplicitAutograd""]","[""reduction""]",Op mean.dtype_out has explicit lowering in Inductor's lowering table.
mean.dim,reduction,False,yes,"[""QuantizedCPU""]","[""core"", ""reduction""]",Op mean.dim has explicit lowering in Inductor's lowering table.
mean.out,reduction,False,yes,"[""CPU, CUDA"", ""MPS"", ""QuantizedCPU""]","[""reduction""]",Op mean.out has explicit lowering in Inductor's lowering table.
mean.names_dim,reduction,False,yes,[],"[""reduction""]",Op mean.names_dim has explicit lowering in Inductor's lowering table.
mean.names_out,reduction,False,yes,[],"[""reduction""]",Op mean.names_out has explicit lowering in Inductor's lowering table.
min.dim,reduction,False,yes,"[""QuantizedCPU, QuantizedCUDA""]","[""core"", ""reduction""]",Op min.dim has explicit lowering in Inductor's lowering table.
min.dim_min,reduction,False,yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""reduction""]",Op min.dim_min has explicit lowering in Inductor's lowering table.
min.names_dim,reduction,False,yes,[],"[""reduction""]",Op min.names_dim has explicit lowering in Inductor's lowering table.
min.names_dim_min,reduction,False,yes,[],"[""reduction""]",Op min.names_dim_min has explicit lowering in Inductor's lowering table.
amin,reduction,False,yes,[],"[""core"", ""reduction""]",Op amin has explicit lowering in Inductor's lowering table.
amin.out,reduction,False,yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""reduction""]",Op amin.out has explicit lowering in Inductor's lowering table.
mul.Tensor,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""MkldnnCPU"", ""ZeroTensor"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
mul_.Tensor,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""MkldnnCPU"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
mul.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA"", ""SparseCPU"", ""SparseCUDA"", ""SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""MkldnnCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
mul.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
mul_.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
mvlgamma.out,pointwise,False,likely_yes,"[""CPU, CUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
mvlgamma,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
mvlgamma_,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
rad2deg,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
rad2deg_,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
rad2deg.out,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
deg2rad,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
deg2rad_,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
deg2rad.out,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
reciprocal,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
reciprocal_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
reciprocal.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
neg,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
neg_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
neg.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
round,pointwise,False,yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Op round has explicit lowering in Inductor's lowering table.
round_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
round.out,pointwise,False,yes,"[""CPU, CUDA, MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Op round.out has explicit lowering in Inductor's lowering table.
round.decimals,pointwise,False,yes,[],"[""pointwise""]",Op round.decimals has explicit lowering in Inductor's lowering table.
round_.decimals,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
round.decimals_out,pointwise,False,yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Op round.decimals_out has explicit lowering in Inductor's lowering table.
rrelu,pointwise,False,likely_yes,[],"[""pointwise"", ""nondeterministic_seeded""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
relu,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS"", ""MTIA"", ""MkldnnCPU"", ""QuantizedCPU"", ""QuantizedCUDA"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
relu_,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS"", ""MTIA"", ""MkldnnCPU"", ""QuantizedCPU"", ""QuantizedCUDA"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
relu6,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
